Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Aeromicrobium sp. Leaf291	Actinobacteria	Propionibacteriales	Aeromicrobium	1736325	1	1	0	1	0
Aeromicrobium sp. Leaf289	Actinobacteria	Propionibacteriales	Aeromicrobium	1736324	1	1	0	1	0
Sphingobium lucknowense F2	Proteobacteria	Sphingomonadales	Sphingobium	1450518	1	1	1	0	0
Pelagibacterium halotolerans	Proteobacteria	Rhizobiales	Pelagibacterium	531813	1	0	0	1	0
Campylobacter iguaniorum	Proteobacteria	Campylobacterales	Campylobacter	1244531	0	0	0	0	0
Bacillus sp. Leaf49	Firmicutes	Bacillales	Bacillus	1736222	0	0	0	1	1
Liberibacter crescens	Proteobacteria	Rhizobiales	Candidatus Liberibacter	1273132	0	0	1	0	0
Clostridium sp. Ade.TY	Firmicutes	Clostridiales	Clostridium	1391647	1	0	0	0	1
Lactobacillus equicursoris	Firmicutes	Lactobacillales	Lactobacillus	420645	0	0	0	0	0
Pseudomonas sp. TTU2014-105ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729726	1	1	1	1	1
Pseudomonas sp. TTU2014-096BSC	Proteobacteria	Pseudomonadales	Pseudomonas	1729725	0	1	1	1	1
Pseudomonas sp. TTU2014-080ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729724	0	1	1	1	1
Pseudomonas sp. TTU2014-066ASC	Proteobacteria	Pseudomonadales	Pseudomonas	1729723	0	1	1	1	1
Vibrio sp. AND4	Proteobacteria	Vibrionales	Vibrio	314289	0	0	1	1	0
Vibrio sp. OY15	Proteobacteria	Vibrionales	Vibrio	1440054	0	0	1	1	1
Roseovarius tolerans	Proteobacteria	Rhodobacterales	Roseovarius	74031	1	1	0	0	1
Vibrio sp. RC586	Proteobacteria	Vibrionales	Vibrio	675815	0	0	1	1	1
gamma proteobacterium HTCC2207	Proteobacteria	Cellvibrionales	root	314287	0	0	1	1	1
Psychrobacter sp. JCM 18903	Proteobacteria	Pseudomonadales	Psychrobacter	1298610	0	0	1	1	1
Lactobacillus sp. ASF360	Firmicutes	Lactobacillales	Lactobacillus	97137	0	0	0	0	0
Clostridium sp. ASF502	Firmicutes	Clostridiales	Clostridium	97139	0	0	0	1	0
Clostridium sp. ASF356	Firmicutes	Clostridiales	Clostridium	97138	1	0	0	0	0
Thalassomonas actiniarum	Proteobacteria	Alteromonadales	Thalassomonas	485447	0	0	1	1	1
Mycobacterium septicum	Actinobacteria	Corynebacteriales	Mycobacterium	98668	1	1	0	1	0
Xanthomonas vasicola	Proteobacteria	Xanthomonadales	Xanthomonas	56459	0	0	1	0	0
Xanthomonas sacchari	Proteobacteria	Xanthomonadales	Xanthomonas	56458	0	0	1	0	0
Xanthomonas hyacinthi	Proteobacteria	Xanthomonadales	Xanthomonas	56455	0	0	0	0	0
Xanthomonas hortorum	Proteobacteria	Xanthomonadales	Xanthomonas	56454	0	0	0	0	0
Xanthomonas pisi	Proteobacteria	Xanthomonadales	Xanthomonas	56457	0	0	1	0	0
Devosia sp. Leaf64	Proteobacteria	Rhizobiales	Devosia	1736229	0	0	0	0	1
Thermaerobacter marianensis	Firmicutes	Clostridiales	Thermaerobacter	73919	0	0	0	0	1
Xanthomonas cassavae	Proteobacteria	Xanthomonadales	Xanthomonas	56450	0	0	1	0	0
Flavihumibacter solisilvae	Bacteroidetes	Sphingobacteriales	Flavihumibacter	1349421	0	0	1	1	1
Pseudoalteromonas sp. SW0106-04	Proteobacteria	Alteromonadales	Pseudoalteromonas	1702169	0	0	1	1	1
Sphingobacterium spiritivorum	Bacteroidetes	Sphingobacteriales	Sphingobacterium	258	0	0	1	1	1
Sphingobacterium thalpophilum	Bacteroidetes	Sphingobacteriales	Sphingobacterium	259	0	0	0	1	1
Candidatus Filomicrobium marinum	Proteobacteria	Rhizobiales	Filomicrobium	1608628	1	1	1	1	0
Chryseobacterium indologenes	Bacteroidetes	Flavobacteriales	Chryseobacterium	253	0	0	1	1	0
Chryseobacterium gleum	Bacteroidetes	Flavobacteriales	Chryseobacterium	250	0	0	1	1	0
Psychroflexus gondwanensis	Bacteroidetes	Flavobacteriales	Psychroflexus	251	0	0	1	0	1
Myroides odoratus	Bacteroidetes	Flavobacteriales	Myroides	256	0	0	0	0	1
Lactobacillus rossiae	Firmicutes	Lactobacillales	Lactobacillus	231049	1	0	0	0	0
Bacillus sp. Root131	Firmicutes	Bacillales	Bacillus	1736451	0	0	1	1	1
Hafnia paralvei	Proteobacteria	Enterobacteriales	Hafnia	546367	1	0	1	1	1
Segniliparus rotundus	Actinobacteria	Corynebacteriales	Segniliparus	286802	0	0	1	1	0
Mycobacterium parascrofulaceum	Actinobacteria	Corynebacteriales	Mycobacterium	240125	1	1	0	1	0
Streptomyces caatingaensis	Actinobacteria	Streptomycetales	Streptomyces	1678637	1	1	0	1	0
Cyclobacterium marinum	Bacteroidetes	Cytophagales	Cyclobacterium	104	0	0	0	0	1
Flavobacterium reichenbachii	Bacteroidetes	Flavobacteriales	Flavobacterium	362418	0	0	1	0	1
Pseudomonas weihenstephanensis	Proteobacteria	Pseudomonadales	Pseudomonas	1608994	1	1	1	1	1
Pseudomonas sp. DSM 28140	Proteobacteria	Pseudomonadales	Pseudomonas	1608993	1	1	1	1	1
Flavobacterium aquidurense	Bacteroidetes	Flavobacteriales	Flavobacterium	362413	0	1	1	0	1
Segniliparus rugosus	Actinobacteria	Corynebacteriales	Segniliparus	286804	0	0	0	1	0
Pseudomonas sp. 10B238	Proteobacteria	Pseudomonadales	Pseudomonas	1586417	0	1	1	1	1
Saccharomonospora paurometabolica	Actinobacteria	Pseudonocardiales	Saccharomonospora	208085	0	1	0	1	0
Bacteroides sp. CAG:1076	Bacteroidetes	Bacteroidales	Bacteroides	1262735	0	0	0	1	0
Streptomyces wadayamensis	Actinobacteria	Streptomycetales	Streptomyces	141454	1	0	0	1	0
Brevibacillus borstelensis	Firmicutes	Bacillales	Brevibacillus	45462	1	0	1	1	1
Alkaliphilus oremlandii	Firmicutes	Clostridiales	Alkaliphilus	461876	1	0	0	0	0
Actinoplanes awajinensis subsp. mycoplanecinus	Actinobacteria	Micromonosporales	Actinoplanes	135947	1	1	1	1	0
Corynebacterium argentoratense	Actinobacteria	Corynebacteriales	Corynebacterium	42817	0	0	0	0	0
Bacillus gobiensis	Firmicutes	Bacillales	Bacillus	1441095	0	0	1	1	1
Moritella sp. PE36	Proteobacteria	Alteromonadales	Moritella	58051	1	1	1	1	1
Chlorobium limicola	Chlorobi	Chlorobiales	Chlorobium	1092	1	1	1	1	0
Sphingobium sp. YBL2	Proteobacteria	Sphingomonadales	Sphingobium	484429	1	1	1	1	0
Gordonia rubripertincta	Actinobacteria	Corynebacteriales	Gordonia	36822	1	1	1	1	0
Gordonia sputi	Actinobacteria	Corynebacteriales	Gordonia	36823	0	1	0	1	0
Gordonia aichiensis	Actinobacteria	Corynebacteriales	Gordonia	36820	1	1	1	1	0
Gordonia amarae	Actinobacteria	Corynebacteriales	Gordonia	36821	1	0	0	1	0
Pseudomonas batumici	Proteobacteria	Pseudomonadales	Pseudomonas	226910	1	1	1	1	1
Serratia sp. TEL	Proteobacteria	Enterobacteriales	Serratia	1656220	0	0	1	1	1
Streptococcus sp. DD10	Firmicutes	Lactobacillales	Streptococcus	1777878	0	0	0	0	0
Streptococcus sp. DD11	Firmicutes	Lactobacillales	Streptococcus	1777879	1	0	0	0	0
Treponema medium	Spirochaetes	Spirochaetales	Treponema	58231	0	0	0	0	0
Cellulomonas sp. KRMCY2	Actinobacteria	Micrococcales	Cellulomonas	1304865	0	0	0	1	0
Methyloglobulus morosus	Proteobacteria	Methylococcales	Methyloglobulus	1410681	0	1	1	1	1
Nitrospira sp. OLB3	Nitrospirae	Nitrospirales	Nitrospira	1617410	0	0	1	1	1
Acinetobacter guillouiae	Proteobacteria	Pseudomonadales	Acinetobacter	106649	0	0	1	1	1
Acinetobacter bereziniae	Proteobacteria	Pseudomonadales	Acinetobacter	106648	0	0	1	1	1
Ensifer sp. Root558	Proteobacteria	Rhizobiales	Ensifer	1736558	1	1	1	1	0
Ruegeria halocynthiae	Proteobacteria	Rhodobacterales	Ruegeria	985054	1	1	1	1	1
Capnocytophaga sp. oral taxon 338	Bacteroidetes	Flavobacteriales	Capnocytophaga	710239	0	0	1	0	0
Meiothermus rufus	Deinococcus-Thermus	Thermales	Meiothermus	604332	0	0	0	0	1
Leadbetterella sp. JN14-9	Bacteroidetes	Cytophagales	Leadbetterella	1605367	0	0	0	1	1
Cystobacter violaceus	Proteobacteria	Myxococcales	Cystobacter	83451	0	0	1	1	0
Myxococcus stipitatus	Proteobacteria	Myxococcales	Myxococcus	83455	0	0	1	1	0
Pseudorhodobacter psychrotolerans	Proteobacteria	Rhodobacterales	Pseudorhodobacter	1678131	1	1	1	1	1
Paenibacillus sp. FJAT-27812	Firmicutes	Bacillales	Paenibacillus	1684143	0	1	1	1	1
Pseudoalteromonas lipolytica	Proteobacteria	Alteromonadales	Pseudoalteromonas	570156	0	0	1	1	1
Hymenobacter sp. DG5B	Bacteroidetes	Cytophagales	Hymenobacter	1411621	0	0	0	0	0
Agrococcus pavilionensis	Actinobacteria	Micrococcales	Agrococcus	1346502	0	0	0	0	0
Candidatus Magnetobacterium bavaricum	Nitrospirae	Nitrospirales	Candidatus Magnetobacterium	29290	1	0	1	0	0
SAR324 cluster bacterium SCGC AAA001-C10	Proteobacteria	root	root	913329	1	0	0	0	0
Skermanella stibiiresistens	Proteobacteria	Rhodospirillales	Skermanella	913326	1	1	0	1	1
Sphingomonas elodea	Proteobacteria	Sphingomonadales	Sphingomonas	179878	1	1	1	1	0
Burkholderia anthina	Proteobacteria	Burkholderiales	Burkholderia	179879	1	1	1	1	0
Coxiella-like endosymbiont	Proteobacteria	Legionellales	root	1592897	0	0	1	0	1
Mesorhizobium alhagi	Proteobacteria	Rhizobiales	Mesorhizobium	475067	1	1	1	1	0
Gryllotalpicola ginsengisoli	Actinobacteria	Micrococcales	Gryllotalpicola	444608	0	0	0	0	0
Tistrella mobilis	Proteobacteria	Rhodospirillales	Tistrella	171437	1	1	1	1	1
Brachybacterium paraconglomeratum	Actinobacteria	Micrococcales	Brachybacterium	173362	0	0	0	1	0
Methylocystis rosea	Proteobacteria	Rhizobiales	Methylocystis	173366	1	1	1	1	0
Methylobacter tundripaludum	Proteobacteria	Methylococcales	Methylobacter	173365	1	1	1	1	1
Proteiniclasticum ruminis	Firmicutes	Clostridiales	Proteiniclasticum	398199	0	0	0	0	0
Actinomyces sp. HPA0247	Actinobacteria	Actinomycetales	Actinomyces	1203556	0	0	0	0	0
Fusobacterium sp. CAG:439	Fusobacteria	Fusobacteriales	Fusobacterium	1262899	0	0	1	1	0
Edwardsiella ictaluri	Proteobacteria	Enterobacteriales	Edwardsiella	67780	1	0	1	0	1
Eubacterium sp. CAG:786	Firmicutes	Clostridiales	Eubacterium	1262893	0	0	0	1	0
Eubacterium sp. CAG:76	Firmicutes	Clostridiales	Eubacterium	1262892	1	0	0	1	0
Eubacterium sp. CAG:603	Firmicutes	Clostridiales	Eubacterium	1262891	0	0	0	1	0
Faecalibacterium sp. CAG:74	Firmicutes	Clostridiales	Faecalibacterium	1262897	0	0	0	0	0
Eubacterium sp. CAG:86	Firmicutes	Clostridiales	Eubacterium	1262895	1	0	0	1	0
Janthinobacterium sp. B9-8	Proteobacteria	Burkholderiales	Janthinobacterium	1236179	0	1	1	1	1
Afifella pfennigii	Proteobacteria	Rhizobiales	Afifella	209897	1	0	0	1	0
Streptomyces atriruber	Actinobacteria	Streptomycetales	Streptomyces	545121	1	1	0	1	0
Streptomyces silaceus	Actinobacteria	Streptomycetales	Streptomyces	545123	1	1	0	1	0
Pseudorhodobacter wandonensis	Proteobacteria	Rhodobacterales	Pseudorhodobacter	1120568	1	1	0	0	1
Rhizobacter sp. Root29	Proteobacteria	Burkholderiales	Rhizobacter	1736511	1	0	1	1	0
Ensifer sp. Root31	Proteobacteria	Rhizobiales	Ensifer	1736512	1	0	0	1	0
Variovorax sp. Root318D1	Proteobacteria	Burkholderiales	Variovorax	1736513	0	0	1	1	0
Microbacterium sp. Root322	Actinobacteria	Micrococcales	Microbacterium	1736514	0	0	0	1	1
Pseudomonas sp. Root329	Proteobacteria	Pseudomonadales	Pseudomonas	1736515	1	1	1	1	1
Arthrobacter sp. 31Y	Actinobacteria	Micrococcales	Arthrobacter	1115632	0	0	0	1	0
Massilia sp. Root335	Proteobacteria	Burkholderiales	Massilia	1736517	0	0	1	1	0
Duganella sp. Root336D2	Proteobacteria	Burkholderiales	Duganella	1736518	1	1	1	1	0
Caulobacter sp. Root342	Proteobacteria	Caulobacterales	Caulobacter	1736519	0	0	1	1	1
Mesorhizobium sp. Root554	Proteobacteria	Rhizobiales	Mesorhizobium	1736557	1	1	0	0	0
Acinetobacter sp. Ver3	Proteobacteria	Pseudomonadales	Acinetobacter	466088	0	0	1	1	1
Kineosphaera limosa	Actinobacteria	Micrococcales	Kineosphaera	111564	0	1	0	1	0
Mycobacterium sp. M26	Actinobacteria	Corynebacteriales	Mycobacterium	1762962	1	1	1	1	0
Prevotella multisaccharivorax	Bacteroidetes	Bacteroidales	Prevotella	310514	0	0	0	1	0
Arthrobacter sp. 162MFSha1.1	Actinobacteria	Micrococcales	Arthrobacter	1151119	0	0	0	1	0
Arthrobacter sp. 161MFSha2.1	Actinobacteria	Micrococcales	Arthrobacter	1151118	0	0	0	0	0
Ensifer sojae	Proteobacteria	Rhizobiales	Ensifer	716925	1	1	1	1	0
Sanguibacter keddieii	Actinobacteria	Micrococcales	Sanguibacter	60920	0	0	0	1	1
Leeia oryzae	Proteobacteria	Neisseriales	Leeia	356662	0	0	0	1	1
Acidocella sp. MX-AZ02	Proteobacteria	Rhodospirillales	Acidocella	1214225	1	1	1	1	0
Pseudomonas sp. MRSN12121	Proteobacteria	Pseudomonadales	Pseudomonas	1611770	1	1	1	1	1
Dyadobacter alkalitolerans	Bacteroidetes	Cytophagales	Dyadobacter	492736	0	0	0	1	0
Clostridiaceae bacterium MS3	Firmicutes	Clostridiales	root	1329795	1	0	0	0	0
Bacillus marisflavi	Firmicutes	Bacillales	Bacillus	189381	0	0	0	1	1
Bacillus aquimaris	Firmicutes	Bacillales	Bacillus	189382	0	0	1	1	1
Clostridiales bacterium mt11	Firmicutes	Clostridiales	root	1686289	1	1	0	0	0
Erwinia oleae	Proteobacteria	Enterobacteriales	Erwinia	796334	0	0	0	1	1
Candidatus Cloacimonas sp. SDB	Cloacimonetes	root	Candidatus Cloacimonas	1732214	0	0	0	0	0
Ruegeria atlantica	Proteobacteria	Rhodobacterales	Ruegeria	81569	1	1	1	0	0
Pseudorhodobacter ferrugineus	Proteobacteria	Rhodobacterales	Pseudorhodobacter	77008	1	1	0	0	1
Clostridium homopropionicum	Firmicutes	Clostridiales	Clostridium	36844	0	0	0	1	1
Clostridium intestinale	Firmicutes	Clostridiales	Clostridium	36845	1	0	0	1	1
Actinomadura rifamycini	Actinobacteria	Streptosporangiales	Actinomadura	31962	1	1	0	1	1
Balneola vulgaris	Bacteroidetes	Sphingobacteriales	Balneola	287535	0	0	1	1	1
Streptomyces sp. CNY243	Actinobacteria	Streptomycetales	Streptomyces	1169161	0	1	0	0	0
Streptomyces sp. CNS335	Actinobacteria	Streptomycetales	Streptomyces	1169160	0	1	0	0	0
[Clostridium] neopropionicum	Firmicutes	Clostridiales	Tyzzerella	36847	0	0	0	1	0
Bacteroides propionicifaciens	Bacteroidetes	Bacteroidales	Bacteroides	392838	1	0	0	1	0
Corynebacterium freneyi	Actinobacteria	Corynebacteriales	Corynebacterium	134034	0	0	0	1	0
Streptomyces olivaceus	Actinobacteria	Streptomycetales	Streptomyces	47716	0	1	0	0	0
Bacteroides sp. SM23_62	Bacteroidetes	Bacteroidales	Bacteroides	1703352	0	0	0	1	0
Bacteroides sp. SM23_62_1	Bacteroidetes	Bacteroidales	Bacteroides	1703353	0	0	0	0	0
Bacteroides sp. SM1_62	Bacteroidetes	Bacteroidales	Bacteroides	1703351	0	0	0	1	0
Gemmatimonas sp. SG8_23	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703356	0	0	0	1	0
Gemmatimonas sp. SG8_28	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703357	0	0	0	0	0
Coxiella sp. DG_40	Proteobacteria	Legionellales	Coxiella	1703354	0	0	1	1	0
Gemmatimonas sp. SG8_17	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703355	0	0	0	0	0
Gemmatimonas sp. SG8_38_2	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703358	0	0	0	0	1
Gemmatimonas sp. SM23_52	Gemmatimonadetes	Gemmatimonadales	Gemmatimonas	1703359	0	1	0	1	0
Mariprofundus ferrooxydans	Proteobacteria	Mariprofundales	Mariprofundus	314344	0	0	1	1	1
Paracoccus sp. S4493	Proteobacteria	Rhodobacterales	Paracoccus	579490	1	1	1	0	1
Thioalkalivibrio sp. K90mix	Proteobacteria	Chromatiales	Thioalkalivibrio	396595	1	1	1	1	1
Mitsuokella sp. oral taxon 131	Firmicutes	Selenomonadales	Mitsuokella	1321780	1	0	0	0	0
Edwardsiella hoshinae	Proteobacteria	Enterobacteriales	Edwardsiella	93378	1	0	1	0	1
Rhizobium sp. R2-400B4	Proteobacteria	Rhizobiales	Rhizobium	1509404	1	1	0	0	1
Rhizobium sp. R1-200B4	Proteobacteria	Rhizobiales	Rhizobium	1509405	1	1	0	0	1
Acinetobacter sp. HR7	Proteobacteria	Pseudomonadales	Acinetobacter	1509403	0	0	1	1	1
Lachnobacterium bovis	Firmicutes	Clostridiales	Lachnobacterium	140626	1	0	0	1	0
Actinopolyspora iraqiensis	Actinobacteria	Actinopolysporales	Actinopolyspora	52698	0	1	0	0	0
Nocardiopsis halotolerans	Actinobacteria	Streptosporangiales	Nocardiopsis	124252	0	1	0	1	0
Nevskia ramosa	Proteobacteria	Nevskiales	Nevskia	64002	0	1	0	1	1
Brachyspira hyodysenteriae	Spirochaetes	Brachyspirales	Brachyspira	159	0	0	0	0	0
Treponema denticola	Spirochaetes	Spirochaetales	Treponema	158	1	0	0	0	0
Desulfonatronospira thiodismutans	Proteobacteria	Desulfovibrionales	Desulfonatronospira	488939	1	1	1	1	0
Psychrobacter cryohalolentis	Proteobacteria	Pseudomonadales	Psychrobacter	330922	0	0	1	0	1
Alcanivorax sp. NBRC 101098	Proteobacteria	Oceanospirillales	Alcanivorax	1113728	0	0	1	1	1
Flammeovirga pacifica	Bacteroidetes	Cytophagales	Flammeovirga	915059	1	0	1	1	1
Hymenobacter sp. AT01-02	Bacteroidetes	Cytophagales	Hymenobacter	1571877	0	0	1	0	0
Streptomyces sp. AVP053U2	Actinobacteria	Streptomycetales	Streptomyces	1737066	1	1	0	1	0
Pedobacter kyungheensis	Bacteroidetes	Sphingobacteriales	Pedobacter	1069985	0	0	1	1	1
Pseudomonas caricapapayae	Proteobacteria	Pseudomonadales	Pseudomonas	46678	1	1	1	1	1
Pseudomonas agarici	Proteobacteria	Pseudomonadales	Pseudomonas	46677	1	1	1	1	1
Shinella sp. SUS2	Proteobacteria	Rhizobiales	Shinella	1692241	1	1	0	1	0
Shinella sp. GWS1	Proteobacteria	Rhizobiales	Shinella	1692240	1	1	0	1	0
Nocardia exalbida	Actinobacteria	Corynebacteriales	Nocardia	290231	1	1	1	1	0
Pseudomonas sp. 1-7	Proteobacteria	Pseudomonadales	Pseudomonas	633150	0	0	1	1	1
Flavobacterium daejeonense	Bacteroidetes	Flavobacteriales	Flavobacterium	350893	0	1	1	1	1
Flavobacterium suncheonense	Bacteroidetes	Flavobacteriales	Flavobacterium	350894	0	0	1	1	1
Gemmobacter sp. LW-1	Proteobacteria	Rhodobacterales	Gemmobacter	1529005	1	1	0	1	1
Mesorhizobium sp. 1M-11	Proteobacteria	Rhizobiales	Mesorhizobium	1529006	1	1	0	1	0
Burkholderia sp. MSMB1459WGS	Proteobacteria	Burkholderiales	Burkholderia	1637970	1	1	1	1	0
Klebsiella sp. MS 92-3	Proteobacteria	Enterobacteriales	Klebsiella	749535	1	0	1	1	1
Bacilli bacterium VT-13-104	Firmicutes	root	root	1637974	0	0	0	0	1
Bacillus sp. FJAT-18043	Firmicutes	Bacillales	Bacillus	1637975	0	0	0	0	1
Nocardia sp. BMG51109	Actinobacteria	Corynebacteriales	Nocardia	1056816	1	1	0	1	0
Actinomyces sp. ICM54	Actinobacteria	Actinomycetales	Actinomyces	936549	0	0	0	0	0
Actinomyces sp. ICM47	Actinobacteria	Actinomycetales	Actinomyces	936548	0	0	0	0	0
Rhodococcus sp. JVH1	Actinobacteria	Corynebacteriales	Rhodococcus	745408	1	1	1	1	0
alpha proteobacterium JLT2015	Proteobacteria	root	root	1234595	0	0	0	1	1
Pseudomonas sp. 313	Proteobacteria	Pseudomonadales	Pseudomonas	1234594	1	1	0	1	1
Patulibacter minatonensis	Actinobacteria	Solirubrobacterales	Patulibacter	298163	0	0	1	1	1
Acinetobacter sp. A47	Proteobacteria	Pseudomonadales	Acinetobacter	1561217	0	0	1	1	1
Enterobacter sp. MGH 37	Proteobacteria	Enterobacteriales	Enterobacter	1329833	0	0	1	1	1
Enterobacter sp. MGH 33	Proteobacteria	Enterobacteriales	Enterobacter	1329831	0	0	1	1	1
Bacillus boroniphilus JCM 21738	Firmicutes	Bacillales	Bacillus	1294265	0	0	0	1	1
Enterobacter sp. BWH 37	Proteobacteria	Enterobacteriales	Enterobacter	1329836	0	0	1	1	1
Enterobacter sp. MGH 38	Proteobacteria	Enterobacteriales	Enterobacter	1329834	0	0	1	1	1
Thermoanaerobacter thermocopriae	Firmicutes	Thermoanaerobacterales	Thermoanaerobacter	29350	1	1	0	0	1
Enterobacter sp. BIDMC 27	Proteobacteria	Enterobacteriales	Enterobacter	1329839	0	0	1	1	1
Enterobacter sp. BIDMC 26	Proteobacteria	Enterobacteriales	Enterobacter	1329838	0	0	1	1	1
[Clostridium] celerecrescens	Firmicutes	Clostridiales	Lachnoclostridium	29354	1	0	0	0	0
[Clostridium] cellobioparum	Firmicutes	Clostridiales	Ruminiclostridium	29355	1	0	0	1	0
Pedosphaera parvula	Verrucomicrobia	Verrucomicrobiales	Pedosphaera	1032527	0	0	0	1	1
Erythrobacter vulgaris	Proteobacteria	Sphingomonadales	Erythrobacter	291985	0	0	0	1	0
Bacteroides thetaiotaomicron	Bacteroidetes	Bacteroidales	Bacteroides	818	0	0	1	1	0
Coraliomargarita sp. CAG:312	Verrucomicrobia	Puniceicoccales	Coraliomargarita	1262865	0	0	1	1	1
Herbaspirillum hiltneri	Proteobacteria	Burkholderiales	Herbaspirillum	341045	1	1	0	1	0
Thioalkalivibrio sp. ALM2T	Proteobacteria	Chromatiales	Thioalkalivibrio	1158184	1	1	0	0	1
Chlamydia trachomatis	Chlamydiae	Chlamydiales	Chlamydia	813	1	0	1	1	0
Bacteroides fragilis	Bacteroidetes	Bacteroidales	Bacteroides	817	1	0	1	1	0
Sphingomonas sp. Leaf16	Proteobacteria	Sphingomonadales	Sphingomonas	1735681	0	0	1	1	0
Paracoccus zeaxanthinifaciens	Proteobacteria	Rhodobacterales	Paracoccus	187400	1	1	0	0	1
Sphingomonas sp. Leaf17	Proteobacteria	Sphingomonadales	Sphingomonas	1735683	0	0	1	1	0
Agreia sp. Leaf210	Actinobacteria	Micrococcales	Agreia	1735682	0	0	0	1	0
Sphingomonas sp. Leaf20	Proteobacteria	Sphingomonadales	Sphingomonas	1735685	1	1	1	1	0
Pedobacter sp. Leaf216	Bacteroidetes	Sphingobacteriales	Pedobacter	1735684	0	0	1	1	1
Sphingomonas sp. Leaf22	Proteobacteria	Sphingomonadales	Sphingomonas	1735687	0	0	1	1	0
Xylophilus sp. Leaf220	Proteobacteria	Burkholderiales	Xylophilus	1735686	0	0	1	0	0
Rheinheimera baltica	Proteobacteria	Chromatiales	Rheinheimera	67576	0	0	1	1	1
Agromyces sp. Leaf222	Actinobacteria	Micrococcales	Agromyces	1735688	0	0	0	1	0
Arenitalea lutea	Bacteroidetes	Flavobacteriales	Arenitalea	1178825	0	0	0	1	1
Candidatus Contendobacter odensis	Proteobacteria	root	Candidatus Contendobacter	1400860	1	1	1	1	0
Candidatus Competibacter denitrificans	Proteobacteria	root	Candidatus Competibacter	1400862	1	1	1	1	0
Pseudomonas sp. BAY1663	Proteobacteria	Pseudomonadales	Pseudomonas	1439940	0	1	1	1	1
Anaerobacillus macyae	Firmicutes	Bacillales	Anaerobacillus	157733	0	0	0	1	1
Corynebacterium stationis	Actinobacteria	Corynebacteriales	Corynebacterium	1705	0	0	0	1	0
Nocardia sp. W9405	Actinobacteria	Corynebacteriales	Nocardia	1141647	1	1	1	1	0
Cellulomonas fimi	Actinobacteria	Micrococcales	Cellulomonas	1708	0	0	0	1	0
Beggiatoa leptomitiformis	Proteobacteria	Thiotrichales	Beggiatoa	319938	0	0	1	1	1
Rhodococcus sp. Leaf7	Actinobacteria	Corynebacteriales	Rhodococcus	1736210	1	1	1	1	0
Amphritea japonica	Proteobacteria	Oceanospirillales	Amphritea	452627	0	0	1	1	1
Jeotgalicoccus psychrophilus	Firmicutes	Bacillales	Jeotgalicoccus	157228	0	0	0	0	0
Thiomicrospira kuenenii	Proteobacteria	Thiotrichales	Thiomicrospira	63658	0	0	1	1	1
Deinococcus gobiensis	Deinococcus-Thermus	Deinococcales	Deinococcus	502394	1	0	0	0	0
Streptomyces lavenduligriseus	Actinobacteria	Streptomycetales	Streptomyces	67315	1	1	0	1	0
Acetobacterium woodii	Firmicutes	Clostridiales	Acetobacterium	33952	1	1	0	1	1
Vibrio breoganii	Proteobacteria	Vibrionales	Vibrio	553239	0	0	1	1	1
Lactobacillus johnsonii	Firmicutes	Lactobacillales	Lactobacillus	33959	0	0	0	0	0
Streptomyces sp. NRRL S-813	Actinobacteria	Streptomycetales	Streptomyces	1463919	1	1	0	1	0
Streptomyces sp. NRRL S-475	Actinobacteria	Streptomycetales	Streptomyces	1463910	1	1	0	1	0
Streptomyces sp. NRRL S-646	Actinobacteria	Streptomycetales	Streptomyces	1463917	1	1	0	1	0
Streptomyces sp. NRRL S-623	Actinobacteria	Streptomycetales	Streptomyces	1463916	0	1	0	0	0
Oleiagrimonas soli	Proteobacteria	Xanthomonadales	Oleiagrimonas	1543381	0	0	1	0	1
Paenibacillus sabinae	Firmicutes	Bacillales	Paenibacillus	365617	1	0	0	1	1
Paenibacillus forsythiae	Firmicutes	Bacillales	Paenibacillus	365616	1	0	0	1	1
Arthrobacter sp. H41	Actinobacteria	Micrococcales	Arthrobacter	1312978	0	0	0	1	0
